item_id,bio,bio_spr,critical,name,file_name,file_name_real,bio_spr_no_name,pro,verb_match,adj,np,spillover,spill1,spill2,period,post_verb,critical_full,name_original,gender,lifetime,lifetime_distractor,type,tense,mm,list,match,bare,Unique_ID,prac_correct,prac_incorrect
76,Winston Churchill was a British politician. He died in London.,Winston Churchill*was*a British*politician.*He died*in London.,"He*worked*with important*world leaders,*as reported by*his biographer.",Winston Churchill,Robin_Williams.jpg,Winston_Churchill.jpg,*was*a British*politician.*He died*in London.,He,worked,with important,world leaders,through the years,as reported by,his biographer,0,with important world leaders through the years.,He worked with important world leaders through the years.,Winston Churchill,male,dead,alive,critical,PS,deadPS,4,no,work,176121,crit,crit
76,Silvio Berlusconi is an Italian politician. He lives in Arcore.,Silvio Berlusconi*is*an Italian*politician.*He lives*in Arcore.,"He*has worked*with important*world leaders,*as reported by*his biographer.",Silvio Berlusconi,Robin_Williams.jpg,Silvio_Berlusconi.jpg,*is*an Italian*politician.*He lives*in Arcore.,He,has worked,with important,world leaders,through the years,as reported by,his biographer,0,with important world leaders through the years.,He has worked with important world leaders through the years.,Silvio Berlusconi,male,alive,dead,critical,PP,livingPP,1,yes,work,176014,crit,crit
76,Silvio Berlusconi is an Italian politician. He lives in Arcore.,Silvio Berlusconi*is*an Italian*politician.*He lives*in Arcore.,"He*worked*with important*world leaders,*as reported by*his biographer.",Silvio Berlusconi,Robin_Williams.jpg,Silvio_Berlusconi.jpg,*is*an Italian*politician.*He lives*in Arcore.,He,worked,with important,world leaders,through the years,as reported by,his biographer,0,with important world leaders through the years.,He worked with important world leaders through the years.,Silvio Berlusconi,male,alive,dead,critical,PS,livingPS,2,yes,work,176023,crit,crit
80,Princess Diana was a British royal. She died in Paris.,Princess Diana*was*a British*royal.*She died*in Paris.,"She*worked*with important*charities,*so her*website states.",Princess Diana,Robin_Williams.jpg,Princess_Diana.jpg,*was*a British*royal.*She died*in Paris.,She,worked,with important,charities,over time,so her,website states,0,with important charities over time.,She worked with important charities over time.,Princess Diana,female,dead,alive,critical,PS,deadPS,1,no,work,180121,crit,crit
80,Princess Diana was a British royal. She died in Paris.,Princess Diana*was*a British*royal.*She died*in Paris.,"She*has worked*with important*charities,*so her*website states.",Princess Diana,Robin_Williams.jpg,Princess_Diana.jpg,*was*a British*royal.*She died*in Paris.,She,has worked,with important,charities,over time,so her,website states,0,with important charities over time.,She has worked with important charities over time.,Princess Diana,female,dead,alive,critical,PP,deadPP,4,no,work,180112,crit,crit
80,Kate Middleton is a British royal. She lives in London.,Kate Middleton*is*a British*royal.*She lives*in London.,"She*has worked*with important*charities,*so her*website states.",Kate Middleton,Robin_Williams.jpg,Kate_Middleton.jpg,*is*a British*royal.*She lives*in London.,She,has worked,with important,charities,over time,so her,website states,0,with important charities over time.,She has worked with important charities over time.,Kate Middleton,female,alive,dead,critical,PP,livingPP,2,yes,work,180014,crit,crit
80,Kate Middleton is a British royal. She lives in London.,Kate Middleton*is*a British*royal.*She lives*in London.,"She*worked*with important*charities,*so her*website states.",Kate Middleton,Robin_Williams.jpg,Kate_Middleton.jpg,*is*a British*royal.*She lives*in London.,She,worked,with important,charities,over time,so her,website states,0,with important charities over time.,She worked with important charities over time.,Kate Middleton,female,alive,dead,critical,PS,livingPS,3,yes,work,180023,crit,crit
86,Chiwetel Ejiofor is an English actor. He lives in London.,Chiwetel Ejiofor*is*an English*actor.*He lives*in London.,"He*was*nominated for*an Oscar,*as seen on*social media.",Chiwetel Ejiofor,Robin_Williams.jpg,Chiwetel_Ejiofor.jpg,*is*an English*actor.*He lives*in London.,filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Chiwetel Ejiofor,male,alive,dead,filler,pastpass,filler,999,yes,be,986193,filler,filler
93,"Josh Milligan is an American actor. He lives in Brooklyn, New York.","Josh Milligan*is*an American*actor.*He lives*in Brooklyn, New York.","She*is*the recipient*of many*accolades,*as seen on*social media.",Josh Milligan,Robin_Williams.jpg,Josh_Milligan.jpg,"*is*an American*actor.*He lives*in Brooklyn, New York.",filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Adam Driver,male,alive,dead,filler,pres,gender,999,no,be,993193,filler,filler
95,Ricci Romano was an American actor. He died in Manhattan.,Ricci Romano*was*an American*actor.*He died*in Manhattan.,"She*had*supporting*roles*in several*sitcoms,*as reported by*the media.",Ricci Romano,Robin_Williams.jpg,Ricci_Romano.jpg,*was*an American*actor.*He died*in Manhattan.,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Jerry Stiller,male,dead,alive,filler,past,gender,999,no,have,995093,filler,filler
97,Victoria Collins was a justice of the American Supreme Court. She died in 2020.,Victoria Collins*was*a justice of the*American Supreme Court.*She died*in 2020.,"She*lives*in Washington,*according to*news reports.",Victoria Collins,Robin_Williams.jpg,Victoria_Collins.jpg,*was*a justice of the*American Supreme Court.*She died*in 2020.,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Ruth Bader Ginsburg,female,dead,alive,filler,past,diedlives,999,no,live,997193,filler,filler
98,Susan Tyne was a former first lady of the United States. She died in New York City.,Susan Tyne*was*a former first lady of*the United States.*She died*in New York City.,"She*was*married*to Aristotle Onassis,*as reported by*the media.",Susan Tyne,Robin_Williams.jpg,Susan_Tyne.jpg,*was*a former first lady of*the United States.*She died*in New York City.,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Jackie Onassis,female,dead,alive,filler,past,filler,999,yes,be,998193,filler,filler
102,Stephen Fry is an English actor and writer. He was born in London.,Stephen Fry*is*an English*actor and writer.*He*was born in London.,"His career*has spanned*many*decades,*as seen on*social media.",Stephen Fry,Robin_Williams.jpg,Stephen_Fry.jpg,*is*an English*actor and writer.*He*was born in London.,filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Stephen Fry,male,alive,dead,filler,PP,filler,999,yes,span,9102193,filler,filler
106,Jonathon Wah is a Canadian politician. He lives in Ottawa.,Jonathon Wah*is*a Canadian*politician.*He lives*in Ottawa.,"He*died*in Toronto,*as seen on*social media.",Jonathon Wah,Robin_Williams.jpg,Jonathon_Wah.jpg,*is*a Canadian*politician.*He lives*in Ottawa.,filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Jonathon Wah,male,alive,dead,filler,pres,livesdied,999,no,be,9106193,filler,filler
107,Greg and Gabe were an American-British comedy duo.,Greg and Gabe*were*an American-British*comedy duo.,"He*was*known*for his slapstick*style of humour,*according to*news reports.",Greg and Gabe,Robin_Williams.jpg,Greg_and_Gabe.jpg,*were*an American-British*comedy duo.,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Laurel and Hardy,plural,dead,alive,filler,pastpass,number,999,no,be,9107093,filler,filler
114,Phoebe Waller-Bridge is an English actor and writer. She was born in London.,Phoebe Waller-Bridge*is*an English*actor and writer.*She*was born in London.,"She*has been*praised*for her writing,*as seen on*social media.",Phoebe Waller-Bridge,Robin_Williams.jpg,Phoebe_Waller-Bridge.jpg,*is*an English*actor and writer.*She*was born in London.,filler,filler,filler,filler,filler,as seen on,social media,filler,filler,filler,Phoebe Waller-Bridge,female,alive,dead,filler,prespass,filler,999,yes,praised,9114193,filler,filler
120,Alan Turing was an English mathematician. He died in 1954.,Alan Turing*was*an English*mathematician.*He died*in 1954.,"He*contributed*to several*top secret*projects,*according to*news reports.",Alan Turing,Robin_Williams.jpg,Alan_Turing.jpg,*was*an English*mathematician.*He died*in 1954.,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Alan Turing,male,dead,alive,filler,past,filler,999,yes,contribute,9120093,filler,filler
125,Charles Dickens was an English writer. He was born in Portsmouth.,Charles Dickens*was*an English*writer.*He*was born in Portsmouth.,"She*was*applauded for*writing*'Oliver Twist',*according to*news reports.",Charles Dickens,Robin_Williams.jpg,Charles_Dickens.jpg,*was*an English*writer.*He*was born in Portsmouth.,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Charles Dickens,male,dead,alive,filler,pastpass,gender,999,no,be,9125193,filler,filler
127,Alexander McQueen was a British fashion designer. He died in 2010.,Alexander McQueen*was*a British*fashion designer.*He died*in 2010.,"He*lives*in London,*according to*news reports.",Alexander McQueen,Robin_Williams.jpg,Alexander_McQueen.jpg,*was*a British*fashion designer.*He died*in 2010.,filler,filler,filler,filler,filler,according to,news reports,filler,filler,filler,Alexander McQueen,male,dead,alive,filler,pastpass,diedlives,999,no,be,9127093,filler,filler
130,Anna Sora was an American actor. She died in London.,Anna Sora*was*an American*actor.*She died*in London.,"She*was*married*to Frank Sinatra,*as reported by*the media.",Anna Sora,Robin_Williams.jpg,Anna_Sora.jpg,*was*an American*actor.*She died*in London.,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Ava Gardner,female,dead,alive,filler,past,filler,999,yes,be,9130193,filler,filler
135,Ant and Dec are a TV presenting duo. They are from Newcastle.,Ant and Dec*are*a TV presenting duo.*They*are*from Newcastle.,"He*has hosted*many*shows,*if one believes*Twitter.",Ant and Dec,Robin_Williams.jpg,Ant_and_Dec.jpg,*are*a TV presenting duo.*They*are*from Newcastle.,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Ant and Dec,plural,alive,dead,filler,PS,number,999,no,host,9135093,filler,filler
150,David Tennant is a Scottish actor. He was born in Bathgate.,David Tennant*is*a Scottish*actor.*He*was born in Bathgate.,"He*is*best known*for his role*in*'Doctor Who',*as is*well-known.",David Tennant,Robin_Williams.jpg,David_Tennant.jpg,*is*a Scottish*actor.*He*was born in Bathgate.,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,David Tennant,male,alive,dead,filler,PresPass,yes,999,yes,be,9150193,filler,filler
154,Charlotte Arnold is a Canadian actor. She lives in Toronto.,Charlotte Arnold*is*a Canadian*actor.*She lives*in Toronto.,"She*died*in Kentucky,*as is*well-known.",Charlotte Arnold,Robin_Williams.jpg,Charlotte_Arnold.jpg,*is*a Canadian*actor.*She lives*in Toronto.,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,Charlotte Arnold,female,alive,dead,filler,pres,livesdied,999,no,be,9154193,filler,filler
159,Idris Elba is an American actor. He was born in Boston.,Idris Elba*is*an American*actor.*He*was born in Boston.,"He*is*married to*Emily Blunt,*as is*well-known.",Idris Elba,Robin_Williams.jpg,Idris_Elba.jpg,*is*an American*actor.*He*was born in Boston.,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,Idris Elba,male,alive,dead,filler,pres,filler,999,yes,be,9159093,filler,filler
165,Chicago Bulls are an American basketball team. They were founded in 1966.,Chicago Bulls*are*an American*basketball team.*They*were*founded in 1966.,"They*are*based*in Miami,*if one believes*Twitter.",Chicago Bulls,Robin_Williams.jpg,Chicago_Bulls.jpg,*are*an American*basketball team.*They*were*founded in 1966.,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Chicago Bulls,plural,alive,dead,filler,Pres,place,999,no,be,9165193,filler,filler
170,Queen were a British rock band. They formed in London in 1970.,Queen*were*a British*rock band.*They formed in London in 1970.,"They*had*numerous*number*one hits,*so it's*said.",Queen,Robin_Williams.jpg,Queen.jpg,*were*a British*rock band.*They formed in London in 1970.,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,Queen,plural,dead,alive,filler,past,filler,999,yes,have,9170193,filler,filler
174,Alex Trebek was a Canadian-American gameshow host. He died in 2020.,Alex Trebek*was*a Canadian-American*gameshow host.*He died*in 2020.,"She*hosted*the gameshow*'Jeopardy!'*for decades,*as reported by*the media.",Alex Trebek,Robin_Williams.jpg,Alex_Trebek.jpg,*was*a Canadian-American*gameshow host.*He died*in 2020.,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Alex Trebek,male,dead,alive,filler,past,gender,999,no,host,9174193,filler,filler
175,Manchester UnitedF.C. is an English football club. They are based in Manchester.,Manchester UnitedF.C.*is*an English*football club.*They*are*based in Manchester.,"They*are*the world's*most valuable*football brand,*if one believes*Twitter.",Manchester United,Robin_Williams.jpg,Manchester_United.jpg,F.C.*is*an English*football club.*They*are*based in Manchester.,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Manchester United,plural,alive,dead,filler,Press,filler,999,yes,be,9175093,filler,filler
176,John Boyega is an English-Nigerian actor. He lives in London.,John Boyega*is*an English-Nigerian*actor.*He lives*in London.,"She*is*known*for her role in*'Star Wars',*as is*well-known.",John Boyega,Robin_Williams.jpg,John_Boyega.jpg,*is*an English-Nigerian*actor.*He lives*in London.,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,John Boyega,male,alive,dead,filler,prespass,gender,999,no,be,9176093,filler,filler
177,The Beatles were a British rock band formed in Liverpool. They disbanded in 1970.,The Beatles*were*a British*rock band formed in Liverpool.*They disbanded in 1970.,"He*was*adored*by many*teenage fans,*so it's*said.",The Beatles,Robin_Williams.jpg,The_Beatles.jpg,*were*a British*rock band formed in Liverpool.*They disbanded in 1970.,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,The Beatles,plural,dead,alive,filler,pastpass,number,999,no,be,9177193,filler,filler
193,Vacouver Grizzlies were a Canadian basketball team.,Vacouver Grizzlies*were*a Canadian*basketball team.,"In 2001,*the team*relocated*to Memphis,*Tennessee,*so it's*said.",Vacouver Grizzlies,Robin_Williams.jpg,Vacouver_Grizzlies.jpg,*were*a Canadian*basketball team.,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,Vacouver Grizzlies,plural,dead,alive,filler,past,filler,999,yes,relocate,9193193,filler,filler
194,Franca Ellis was an American actor. She died in Santa Monica.,Franca Ellis*was*an American*actor.*She died*in Santa Monica.,"She*was*an original*cast member*on*'Charlie's Angels',*as reported by*the media.",Franca Ellis,Robin_Williams.jpg,Franca_Ellis.jpg,*was*an American*actor.*She died*in Santa Monica.,filler,filler,filler,filler,filler,as reported by,the media,filler,filler,filler,Farrah Fawcett,female,dead,alive,filler,past,filler,999,yes,be,9194193,filler,filler
196,Stacy Reiner is an Italian actor. She lives in Geneva.,Stacy Reiner*is*an Italian*actor.*She lives*in Geneva.,"He*is*known*for his work*in Hollywood classics,*as is*well-known.",Stacy Reiner,Robin_Williams.jpg,Stacy_Reiner.jpg,*is*an Italian*actor.*She lives*in Geneva.,filler,filler,filler,filler,filler,as is,well-known,filler,filler,filler,Sophia Loren,female,alive,dead,filler,prespass,gender,999,no,be,9196093,filler,filler
198,Scarborough F.C. were an English football club. They were based in North Yorkshire.,Scarborough F.C.*were*an English*football club.*They*were*based in North Yorkshire.,"They*were*dissolved*in 2007,*so it's*said.",Scarborough F.C.,Robin_Williams.jpg,Scarborough_FC.jpg,*were*an English*football club.*They*were*based in North Yorkshire.,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,Scarborough F.C.,plural,dead,alive,filler,pastpass,filler,999,yes,be,9198193,filler,filler
199,Bangtan Boys are a South Korean pop band. The band has seven members.,Bangtan Boys*are*a South Korean*pop band.*The band has seven members.,"He*has achieved*worldwide*success,*if one believes*Twitter.",Bangtan Boys,Robin_Williams.jpg,Bangtan_Boys.jpg,*are*a South Korean*pop band.*The band has seven members.,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Bangtan Boys,plural,alive,dead,filler,PP,number,999,no,achieve,9199093,filler,filler
201,Spice Girls were an English pop group formed in the 1990's.,Spice Girls*were*an English*pop group formed in the 1990's.,"They*had*several*successful*world tours,*so it's*said.",Spice Girls,Robin_Williams.jpg,Spice_Girls.jpg,*were*an English*pop group formed in the 1990's.,filler,filler,filler,filler,filler,so it's,said,filler,filler,filler,Spice Girls,plural,dead,alive,filler,past,filler,999,yes,have,9201193,filler,filler
204,Real Madrid is a Spanish football club. They are based in Madrid.,Real Madrid*is*a Spanish*football club.*They*are*based in Madrid.,"The team*was*founded*in 1902,*if one believes*Twitter.",Real Madrid,Robin_Williams.jpg,Real_Madrid.jpg,*is*a Spanish*football club.*They*are*based in Madrid.,filler,filler,filler,filler,filler,if one believes,Twitter,filler,filler,filler,Real Madrid,plural,alive,dead,filler,past,filler,999,yes,be,9204093,filler,filler
209,Ian McEwan is a British novelist. He has been married twice.,Ian McEwan*is*a British*novelist.*He*has been*married*twice.,"Many of his*novels*have been adapted*into films,*according to*news reports.",Ian McEwan,Robin_Williams.jpg,Ian_McEwan.jpg,Ian McEwan*is*a British*novelist.*He has been married twice.,practice,practice,practice,practice,practice,according to,news reports,practice,practice,practice,Ian McEwan,male,alive,dead,practice,PP,no,111,yes,adapt,209p,Right!<p>The sentence was fine.,Hmm..<p>The last sentence fit well with the first sentences. You should have responded 'yes'.
210,Pierre Gatineau is a Canadian rapper. He lives in Montréal.,Pierre Gatineau*is*a Canadian*rapper.*He*lives*in Montréal.,"He*is well-known*in French speaking*countries,*as seen on*Twitter.",Pierre Gatineau,Robin_Williams.jpg,Pierre_Gatineau.jpg,Pierre Gatineau*is*a Canadian*rapper.*He lives*in Montréal.,practice,practice,practice,practice,practice,as seen on,Twitter,practice,practice,practice,Pierre Gatineau,female,dead,alive,practice,Pres,no,111,yes,be,210p,Right!<p>The sentence was fine.,Hmm..<p>The last sentence fit well with the first sentences. You should have responded 'yes'.
211,"Before her death in 2009, Chloe Masterson was an American singer.","Before*her death*in 2009,*Chloe Masterson*was*an American*singer.","She*is currently*recording*a new album,*so it's*said.",Chloe Masterson,Robin_Williams.jpg,Chloe_Masterson.jpg,"Before*her death*in 2009, Chloe Masterson*was*an American*singer.",practice,practice,practice,practice,practice,so it's,said,practice,practice,practice,Chloe Masterson,male,alive,dead,practice,Pres,yes,111,no,be,211p,"Right!<p>The sentence does not fit, because she died and therefore cannot be currently doing something.",Hmm...You should have said 'no'. <p>She can't be currently working on an album if she died!
212,Toni Morrison was an American novelist from Ohio.,Toni Morrison*was*an American*novelist*from Ohio.,"She*was awarded*the Nobel Prize*in Literature,*as stated in*her memoir.",Toni Morrison,Robin_Williams.jpg,Toni_Morrison.jpg,Toni Morrison*was*an American*novelist from Ohio.,practice,practice,practice,practice,practice,as stated in,her memoir,practice,practice,practice,Toni Morrison,female,dead,alive,practice,Passive,no,111,yes,award,212p,Right!<p>The sentence was fine.,Hmm..<p>The last sentence fit well with the first sentences. You should have responded 'yes'.
213,William Shakespeare was an English playwright. He died in 1616.,William Shakespeare*was*an English*playwright.*He*died*in 1616.,"He*lives*in Stratford-upon-Avon,*if one believes*Wikipedia.",William Shakespeare,Robin_Williams.jpg,William_Shakespeare.jpg,William Shakespeare*was*an English*playwright.*He died*in 1616.,practice,practice,practice,practice,practice,if one believes,Wikipedia,practice,practice,practice,William Shakespeare,female,dead,alive,practice,Pres,yes,111,no,live,213p,Right!<p>Shakespeare doesn't live anywhere anymore!,Hmm...you should've said 'no'.<p>Shakespeare doesn't live anywhere anymore!
